Mercado,Seleção,Tipo de lance,ID da Aposta,Aposta realizada,,Persistência,Probabilidades req.,Aposta (R$),Responsabilidade (R$),Média de probabilidades correspondidas,Lucro/Prejuízo (R$)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068443296,22-jun-26 14:24,,C,7.6,1.00,,7.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068524710,22-jun-26 14:24,,C,7.6,1.00,,7.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068580161,22-jun-26 14:25,,C,7.6,1.00,,7.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433068606907,22-jun-26 14:25,,C,7.6,1.00,,7.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069466164,22-jun-26 14:31,,C,8,1.00,,8,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069489048,22-jun-26 14:31,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069490059,22-jun-26 14:31,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069493393,22-jun-26 14:31,,C,8,1.00,,8,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069650609,22-jun-26 14:33,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069651952,22-jun-26 14:33,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069692581,22-jun-26 14:33,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069695135,22-jun-26 14:33,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069717423,22-jun-26 14:33,,C,8.6,1.00,,8.6,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433069798465,22-jun-26 14:34,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433070161063,22-jun-26 14:36,,C,7.6,3.79,25.01,7.6,3.79
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433070250005,22-jun-26 14:37,,C,8.4,1.00,,8.4,(1.00)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433070955710,22-jun-26 14:42,,C,34,11.33,,34,(11.33)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433071156755,22-jun-26 14:43,,C,38,13.51,499.87,38,13.51
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433071208377,22-jun-26 14:44,,C,38,13.51,,38,(13.51)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433071738442,22-jun-26 14:48,,C,36,14.29,500.15,36,14.29
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433073850031,22-jun-26 15:10,,C,32,2.28,,32,(2.28)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433073977333,22-jun-26 15:11,,C,30,14.71,,30,(14.71)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433074159117,22-jun-26 15:13,,C,32,16.13,500.03,32,16.13
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433074246104,22-jun-26 15:13,,C,32,16.13,,32,(16.13)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433074453712,22-jun-26 15:15,,C,38,13.51,499.87,38,13.51
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433074673265,22-jun-26 15:17,,C,40,12.84,,40,(12.84)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433075138689,22-jun-26 15:21,,C,38,13.51,499.87,38,13.51
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433075344965,22-jun-26 15:22,,C,38,13.51,,38,(13.51)
Futebol / Argentina x Áustria / Resultado da partida,Áustria,Contra,433075780645,22-jun-26 15:26,,C,38,13.51,499.87,38,13.51
Futebol / Argentina x Áustria / Resultado da partida,Áustria,A favor,433076141846,22-jun-26 15:29,,C,42,12.22,,42,(12.22)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433019987991,21-jun-26 21:57,,C,11.5,19.05,200.02,11.5,19.05
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433020104343,21-jun-26 22:01,,C,12.5,17.53,,12.5,(17.53)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433020127026,21-jun-26 22:01,,C,13.5,16.00,200.00,13.5,16.00
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433020141224,21-jun-26 22:02,,C,13.5,16.00,,13.5,(16.00)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433020164947,21-jun-26 22:02,,C,14,15.38,199.94,14,15.38
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433020190202,21-jun-26 22:03,,C,14,15.38,,14,(15.38)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433020240473,21-jun-26 22:05,,C,15,14.29,200.06,15,14.29
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433020261461,21-jun-26 22:05,,C,14.5,14.78,,14.5,(14.78)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433020286083,21-jun-26 22:06,,C,14.5,14.81,199.94,14.5,14.81
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433020297745,21-jun-26 22:07,,C,15,14.32,,15,(14.32)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer outra vitória em casa,Contra,433020762518,21-jun-26 22:20,,C,48,7.09,333.23,48,7.09
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer outra vitória em casa,Contra,433020783362,21-jun-26 22:20,,C,48,7.09,319.05,46,7.09
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer outra vitória em casa,A favor,433020957751,21-jun-26 22:25,,C,40,6.87,,40,(6.87)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer outra vitória em casa,A favor,433020973318,21-jun-26 22:26,,C,40,9.79,,40,(9.79)
Futebol / Nova Zelândia x Egito / Placar correto,1 - 0,Contra,433021256519,21-jun-26 22:34,,C,8.2,1.39,10.01,8.2,1.39
Futebol / Nova Zelândia x Egito / Placar correto,1 - 0,A favor,433022481276,21-jun-26 23:16,,C,4,2.85,,4.1,(2.85)
Futebol / Nova Zelândia x Egito / Placar correto,1 - 0,Contra,433022486208,21-jun-26 23:16,,C,4.3,0.07,0.22,4.2,0.07
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433022536953,21-jun-26 23:17,,C,90,2.25,200.25,90,2.25
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433022540454,21-jun-26 23:17,,C,95,2.13,,95,(2.13)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433022881807,21-jun-26 23:28,,C,13,16.67,200.04,13,16.67
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433022892797,21-jun-26 23:28,,C,11.5,19.05,200.02,11.5,19.05
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433022932260,21-jun-26 23:30,,C,11,39.62,,11,(39.62)
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433023172872,21-jun-26 23:38,,C,18,7.06,120.02,18,7.06
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433023173304,21-jun-26 23:38,,C,17.5,12.12,199.98,17.5,12.12
Futebol / Nova Zelândia x Egito / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433023210498,21-jun-26 23:39,,C,19.5,17.40,,19.5,(17.40)
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,Contra,433020121397,21-jun-26 22:01,,C,4.1,48.39,150.01,4.1,48.39
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,A favor,433020501389,21-jun-26 22:13,,C,3.75,52.91,,3.75,(52.91)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433020976738,21-jun-26 22:26,,C,3.6,92.31,240.01,3.6,(240.01)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433020991255,21-jun-26 22:26,,C,3.65,91.05,,3.65,241.28
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433021068837,21-jun-26 22:29,,C,3.7,88.89,240.00,3.7,(240.00)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433021081529,21-jun-26 22:29,,C,3.65,90.10,,3.65,238.77
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433021271915,21-jun-26 22:35,,C,3.75,87.27,239.99,3.75,(239.99)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433021316903,21-jun-26 22:36,,C,3.8,86.12,,3.8,241.14
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433021436040,21-jun-26 22:39,,C,4.2,75.00,240.00,4.2,(240.00)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433021629509,21-jun-26 22:44,,C,4,78.76,,4,236.28
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433022146962,21-jun-26 23:05,,C,2.02,40.00,,2.02,(40.00)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022172769,21-jun-26 23:06,,C,2.08,38.85,41.96,2.08,38.85
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433022189932,21-jun-26 23:07,,C,4.9,61.54,240.01,4.9,(240.01)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022351871,21-jun-26 23:12,,C,5.4,1.00,,5.4,4.40
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022355109,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022357842,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022360433,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022360984,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022363130,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022363779,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022368128,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022368505,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022368840,21-jun-26 23:12,,C,5.3,1.00,,5.3,4.30
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022375065,21-jun-26 23:12,,C,5.2,47.77,,5.2,200.63
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433022468331,21-jun-26 23:15,,C,5.6,0.22,1.01,5.6,(1.01)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433022526756,21-jun-26 23:17,,C,5.7,51.06,239.98,5.7,(239.98)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022569584,21-jun-26 23:18,,C,2.42,120.78,,2.42,171.51
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022572176,21-jun-26 23:18,,C,6.4,27.78,150.01,6.4,27.78
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022576049,21-jun-26 23:19,,C,6.6,26.79,150.02,6.6,26.79
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022589397,21-jun-26 23:19,,C,6.6,26.79,150.02,6.6,26.79
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022627478,21-jun-26 23:20,,C,6.4,26.85,144.99,6.4,26.85
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433022693208,21-jun-26 23:22,,C,7.2,97.68,,7.2,(97.68)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022752021,21-jun-26 23:24,,C,7,25.00,145.00,6.8,25.00
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022757038,21-jun-26 23:24,,C,6.8,25.86,149.99,6.8,25.86
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433022775146,21-jun-26 23:24,,C,7,49.40,,7,(49.40)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433022784494,21-jun-26 23:25,,C,2.6,93.75,148.12,2.58,(148.13)
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022789399,21-jun-26 23:25,,C,2.6,93.03,,2.6,148.85
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433022801585,21-jun-26 23:25,,C,2.6,93.75,150.00,2.6,(150.00)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022830534,21-jun-26 23:26,,C,7.4,23.44,150.02,7.4,23.44
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022834069,21-jun-26 23:26,,C,7.4,23.44,150.02,7.4,23.44
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022834146,21-jun-26 23:26,,C,7.2,24.19,149.98,7.2,24.19
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433022834868,21-jun-26 23:26,,C,2.58,94.48,,2.58,149.28
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022837759,21-jun-26 23:26,,C,7.4,23.44,145.33,7.2,23.44
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433022865869,21-jun-26 23:27,,C,42,16.43,,42,(16.43)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433022944477,21-jun-26 23:30,,C,65,7.81,460.79,60,7.81
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433023157811,21-jun-26 23:37,,C,65,7.21,,65,(7.21)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433023238808,21-jun-26 23:40,,C,70,2.90,200.10,70,2.90
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433023239682,21-jun-26 23:40,,C,75,2.70,199.80,75,2.70
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,Contra,433023240087,21-jun-26 23:40,,C,70,2.90,200.10,70,2.90
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,A favor,433023288306,21-jun-26 23:42,,C,1.01,83.00,,1.01,0.83
Futebol / Nova Zelândia x Egito / Resultado da partida,Egito,Contra,433023292392,21-jun-26 23:42,,C,1.01,83.01,0.83,1.01,(0.83)
Futebol / Nova Zelândia x Egito / Resultado da partida,Nova Zelândia,A favor,433023297595,21-jun-26 23:42,,C,800,0.76,,800,(0.76)
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,Contra,433023326718,21-jun-26 23:43,,C,130,1.16,149.64,130,1.16
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,Contra,433023327037,21-jun-26 23:43,,C,140,1.08,150.12,140,1.08
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,Contra,433023327366,21-jun-26 23:43,,C,130,1.16,149.64,130,1.16
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,Contra,433023327499,21-jun-26 23:43,,C,140,1.08,150.12,140,1.08
Futebol / Nova Zelândia x Egito / Resultado da partida,Empate,A favor,433023379046,21-jun-26 23:45,,C,180,3.36,,180,(3.36)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984006355,21-jun-26 13:04,,C,2.38,72.46,99.99,2.38,(99.99)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984019941,21-jun-26 13:04,,C,2.4,71.85,,2.4,100.59
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984053745,21-jun-26 13:05,,C,2.4,71.43,100.00,2.4,(100.00)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984079978,21-jun-26 13:05,,C,2.4,71.44,,2.4,100.02
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984210403,21-jun-26 13:07,,C,2.38,72.46,99.99,2.38,(99.99)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984221214,21-jun-26 13:07,,C,2.4,71.85,,2.42,102.03
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984233078,21-jun-26 13:07,,C,2.44,0.59,0.83,2.4,(0.83)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984380291,21-jun-26 13:08,,C,2.4,71.43,100.00,2.4,(100.00)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984431663,21-jun-26 13:09,,C,2.4,71.43,,2.4,100.00
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984684904,21-jun-26 13:12,,C,1.76,32.89,25.00,1.76,(25.00)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984695153,21-jun-26 13:12,,C,1.77,32.69,,1.77,25.17
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984777598,21-jun-26 13:13,,C,1.81,30.86,24.69,1.8,(24.69)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984788370,21-jun-26 13:13,,C,1.81,30.70,,1.81,24.87
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432984967717,21-jun-26 13:15,,C,1.75,33.33,25.00,1.75,(25.00)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432984985046,21-jun-26 13:15,,C,1.76,33.14,,1.76,25.19
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,Contra,432985050544,21-jun-26 13:16,,C,1.77,32.47,25.00,1.77,(25.00)
Futebol / Espanha x Arábia Saudita / Placar correto,Qualquer outra vitória em casa,A favor,432985157583,21-jun-26 13:17,,C,1.76,32.65,,1.76,24.81
Futebol / Espanha x Arábia Saudita / Resultado da partida,Espanha,A favor,432984239755,21-jun-26 13:07,,C,1.1,150.00,,1.1,15.00
Futebol / Espanha x Arábia Saudita / Resultado da partida,Espanha,A favor,432984519577,21-jun-26 13:10,,C,1.12,10.00,,1.12,1.20
Futebol / Espanha x Arábia Saudita / Resultado da partida,Espanha,A favor,432984885029,21-jun-26 13:14,,C,1.03,10.00,,1.03,0.30
Futebol / Espanha x Arábia Saudita / Resultado da partida,Espanha,Contra,432986649050,21-jun-26 13:36,,C,1.01,184.65,1.85,1.01,(1.85)
Futebol / Alemanha x Costa do Marfim / Placar correto,Qualquer outra vitória em casa,Contra,432902389575,20-jun-26 17:04,,C,7.2,7.42,46.00,7.2,7.42
Futebol / Alemanha x Costa do Marfim / Placar correto,Qualquer outra vitória em casa,A favor,432903239356,20-jun-26 17:12,,C,6.8,7.86,,6.8,(7.86)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432898306360,20-jun-26 16:25,,C,7.8,29.41,199.99,7.8,29.41
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432902022356,20-jun-26 17:00,,C,7.4,31.25,200.00,7.4,31.25
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432902088260,20-jun-26 17:01,,C,7,33.33,199.98,7,33.33
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432903690649,20-jun-26 17:16,,C,5.8,9.38,45.02,5.8,9.38
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904671685,20-jun-26 17:25,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904681439,20-jun-26 17:25,,C,6.2,1.00,,6.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904682303,20-jun-26 17:25,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904706251,20-jun-26 17:26,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904745352,20-jun-26 17:26,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904754616,20-jun-26 17:26,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904781427,20-jun-26 17:26,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432904868547,20-jun-26 17:28,,C,6,1.00,,6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432905020900,20-jun-26 17:29,,C,2.76,5.68,10.00,2.76,5.68
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432905037845,20-jun-26 17:29,,C,2.88,5.32,9.79,2.84,5.32
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432905038502,20-jun-26 17:29,,C,2.86,5.38,9.90,2.84,5.38
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432905039915,20-jun-26 17:29,,C,2.84,5.43,9.99,2.84,5.43
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909240419,20-jun-26 18:30,,C,6.6,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909240665,20-jun-26 18:30,,C,6.8,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909240850,20-jun-26 18:30,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909241019,20-jun-26 18:30,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909242679,20-jun-26 18:30,,C,6.6,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909242963,20-jun-26 18:30,,C,6.8,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909243356,20-jun-26 18:30,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909246378,20-jun-26 18:30,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909250361,20-jun-26 18:31,,C,7,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909252246,20-jun-26 18:31,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909256073,20-jun-26 18:31,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909257088,20-jun-26 18:31,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909257277,20-jun-26 18:31,,C,7.6,1.00,,7.6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909259163,20-jun-26 18:31,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909259771,20-jun-26 18:31,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909259974,20-jun-26 18:31,,C,7.6,1.00,,7.6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909263385,20-jun-26 18:31,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909278977,20-jun-26 18:31,,C,6.6,1.00,,6.6,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909279480,20-jun-26 18:31,,C,6.8,1.00,,6.8,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909314893,20-jun-26 18:32,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909315860,20-jun-26 18:32,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909337649,20-jun-26 18:32,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909351123,20-jun-26 18:32,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909351715,20-jun-26 18:32,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909367506,20-jun-26 18:32,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909367916,20-jun-26 18:32,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909368807,20-jun-26 18:32,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909369140,20-jun-26 18:32,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909369568,20-jun-26 18:32,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909370047,20-jun-26 18:32,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909377246,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909388784,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909389906,20-jun-26 18:33,,C,7,1.00,,7.2,(1.00)
